CRN,SUBJ,CRSE,TITLE,DAYS,START TIME,END TIME,BLDG,ROOM,INSTRUCTOR,START DATE,END DATE,WEEKS,SEATS LEFT,STATUS
92016,BUSE,140,BUSINESS LAW & THE LEGAL ENVIR,T,9:35 AM,12:45 PM,MIRA,M108,"HARRISON, P",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
75284,BUSE,140,BUSINESS LAW & THE LEGAL ENVIR,TH,6:35 PM,9:45 PM,MIRA,M108,"MANOR, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
73511,BUSE,150,HUMAN RELATIONS IN BUSINESS,TBA,0:00,0:00,MIRA,WEB,"MCCORKELL, F",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
75273,BUSE,201,BUSINESS ORGANIZATION & MGMT,TBA,0:00,0:00,MIRA,WEB,"MCCORKELL, F",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
40302,CBTE,122,INTERMEDIATE MICROSOFT WORD,TBA,0:00,0:00,MIRA,WEB,"MAGPURI, G",8/19/2013,12/16/2013,16,5,ADD CODE REQUIRED
73525,CBTE,127,INTRODUCTION TO POWERPOINT,TBA,0:00,0:00,MIRA,WEB,STAFF,8/19/2013,10/12/2013,8,45,CANCELLED
42827,CBTE,128,POWERPOINT PRESENTATIONS,TBA,0:00,0:00,MIRA,WEB,"HAMIDY, W",8/19/2013,12/16/2013,16,3,ADD CODE REQUIRED
40710,CBTE,140,MICROSOFT EXCEL,TBA,0:00,0:00,MIRA,WEB,"HAMIDY, W",8/19/2013,10/12/2013,8,11,PAST ADD DATE
9106,CBTE,143,INTERMEDIATE MICROSOFT EXCEL,T,9:35 AM,11:00 AM,MIRA,M102,"HAMIDY, W",8/19/2013,12/16/2013,16,17,ADD CODE REQUIRED
9106,CBTE,143,INTERMEDIATE MICROSOFT EXCEL,TBA,0:00,0:00,MIRA,WEB,,8/19/2013,12/16/2013,16,17,ADD CODE REQUIRED
73533,CBTE,152,BEGINNING MICROSOFT ACCESS,TBA,0:00,0:00,MIRA,WEB,"LOUGHREY, E",8/19/2013,12/16/2013,16,7,ADD CODE REQUIRED
96928,CBTE,167,MICROSOFT EXPRESSION WEB,TBA,0:00,0:00,MIRA,WEB,"MAGPURI, G",8/19/2013,12/16/2013,16,25,ADD CODE REQUIRED
75296,CBTE,170,DESKTOP PUBLISHING,TBA,0:00,0:00,MIRA,WEB,"VIERSEN, B",8/19/2013,12/16/2013,16,14,ADD CODE REQUIRED
55520,CBTE,180,MICROSOFT OFFICE,TBA,0:00,0:00,MIRA,WEB,"HAMIDY, W",8/19/2013,12/16/2013,16,2,ADD CODE REQUIRED
76346,CBTE,205,RECORDS MANAGEMENT,TBA,0:00,0:00,MIRA,WEB,"VIERSEN, B",8/19/2013,12/16/2013,16,21,ADD CODE REQUIRED
73544,CBTE,210,COMPUTERS IN BUSINESS,TBA,0:00,0:00,MIRA,WEB,"VIERSEN, B",8/19/2013,12/16/2013,16,5,ADD CODE REQUIRED
150,CHEM,100,FUNDAMENTALS OF CHEMISTRY,TBA,0:00,0:00,MIRA,WEB,"GARCES, F",8/19/2013,12/16/2013,16,9,ADD CODE REQUIRED
92157,CHEM,100,FUNDAMENTALS OF CHEMISTRY,TTH,9:35 AM,11:00 AM,MIRA,S5203,"FRYSZMAN, O",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
76001,CHEM,100,FUNDAMENTALS OF CHEMISTRY,TTH,11:10 AM,12:35 PM,MIRA,S5203,"NGUYEN, E",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
92100,CHEM,100,FUNDAMENTALS OF CHEMISTRY,MW,5:00 PM,6:25 PM,MIRA,S5208,"JOSHI, H",8/19/2013,12/16/2013,16,8,ADD CODE REQUIRED
53854,CHEM,100L,FUNDAMENTAL OF CHEM LAB,T,7:50 AM,11:00 AM,MIRA,S5200,"NGUYEN, E",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
55251,CHEM,100L,FUNDAMENTAL OF CHEM LAB,TH,7:50 AM,11:00 AM,MIRA,S5200,"NGUYEN, E",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
76016,CHEM,100L,FUNDAMENTAL OF CHEM LAB,T,11:10 AM,2:20 PM,MIRA,S5200,"FRYSZMAN, O",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
76027,CHEM,100L,FUNDAMENTAL OF CHEM LAB,TH,11:10 AM,2:20 PM,MIRA,S5200,"FRYSZMAN, O",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
184,CHEM,100L,FUNDAMENTAL OF CHEM LAB,T,2:30 PM,4:50 PM,MIRA,S5200,"GARCES, F",8/19/2013,12/16/2013,16,2,ADD CODE REQUIRED
184,CHEM,100L,FUNDAMENTAL OF CHEM LAB,TBA,0:00,0:00,MIRA,WEB,,8/19/2013,12/16/2013,16,2,ADD CODE REQUIRED
3446,CHEM,100L,FUNDAMENTAL OF CHEM LAB,TH,2:30 PM,4:50 PM,MIRA,S5200,"GARCES, F",8/19/2013,12/16/2013,16,8,ADD CODE REQUIRED
3446,CHEM,100L,FUNDAMENTAL OF CHEM LAB,TBA,0:00,0:00,MIRA,WEB,,8/19/2013,12/16/2013,16,8,ADD CODE REQUIRED
81513,CHEM,100L,FUNDAMENTAL OF CHEM LAB,M,6:35 PM,9:45 PM,MIRA,S5200,"DELCAMP, T",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
55170,CHEM,100L,FUNDAMENTAL OF CHEM LAB,W,6:35 PM,9:45 PM,MIRA,S5200,"GARCES, F",8/19/2013,12/16/2013,16,4,ADD CODE REQUIRED
57627,CHEM,130,INTRO/ORGANIC & BIOLOGICL CHEM,TTH,8:00 AM,9:25 AM,MIRA,S5204,"BOWERS, R",8/19/2013,12/16/2013,16,6,ADD CODE REQUIRED
201,CHEM,130,INTRO/ORGANIC & BIOLOGICL CHEM,TTH,11:10 AM,12:35 PM,MIRA,S5204,"WOODS, L",8/19/2013,12/16/2013,16,23,ADD CODE REQUIRED
57077,CHEM,130,INTRO/ORGANIC & BIOLOGICL CHEM,TTH,5:00 PM,6:25 PM,MIRA,S5204,"FARAH, L",8/19/2013,12/16/2013,16,1,ADD CODE REQUIRED
59017,CHEM,130L,INTRO/ORGANIC/BIOLOGC CHEM LAB,T,9:35 AM,12:35 PM,MIRA,S5202,"BOWERS, R",8/19/2013,12/16/2013,16,5,ADD CODE REQUIRED
68214,CHEM,130L,INTRO/ORGANIC/BIOLOGC CHEM LAB,TH,9:35 AM,12:35 PM,MIRA,S5202,"BOWERS, R",8/19/2013,12/16/2013,16,12,ADD CODE REQUIRED
216,CHEM,130L,INTRO/ORGANIC/BIOLOGC CHEM LAB,T,1:15 PM,4:25 PM,MIRA,S5202,"DELCAMP, T",8/19/2013,12/16/2013,16,9,ADD CODE REQUIRED
57086,CHEM,130L,INTRO/ORGANIC/BIOLOGC CHEM LAB,T,6:35 PM,9:45 PM,MIRA,S5202,"FARAH, L",8/19/2013,12/16/2013,16,1,ADD CODE REQUIRED
68974,CHEM,130L,INTRO/ORGANIC/BIOLOGC CHEM LAB,TH,6:35 PM,9:45 PM,MIRA,S5202,"FARAH, L",8/19/2013,12/16/2013,16,5,ADD CODE REQUIRED
53818,CHEM,152,INTRO TO GENERAL CHEMISTRY,MW,9:35 AM,11:00 AM,MIRA,M108,"FIGUEROA, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
42756,CHEM,152,INTRO TO GENERAL CHEMISTRY,MW,11:10 AM,12:35 PM,MIRA,M108,"FIGUEROA, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
54433,CHEM,152,INTRO TO GENERAL CHEMISTRY,TTH,11:10 AM,12:35 PM,MIRA,S5103,STAFF,8/19/2013,12/16/2013,16,48,CANCELLED
227,CHEM,152,INTRO TO GENERAL CHEMISTRY,MW,12:45 PM,2:10 PM,MIRA,S5203,"HARRIS, M",8/19/2013,12/16/2013,16,6,ADD CODE REQUIRED
53820,CHEM,152,INTRO TO GENERAL CHEMISTRY,TTH,5:00 PM,6:25 PM,MIRA,M110,"SINKASET, N",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
53847,CHEM,152L,INTRO TO GENERAL CHEM LAB,M,7:50 AM,11:00 AM,MIRA,S5200,"BOWERS, R",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
54444,CHEM,152L,INTRO TO GENERAL CHEM LAB,W,7:50 AM,11:00 AM,MIRA,S5200,"BOWERS, R",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
55781,CHEM,152L,INTRO TO GENERAL CHEM LAB,M,11:10 AM,2:20 PM,MIRA,S5200,"SELCHAU, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
75207,CHEM,152L,INTRO TO GENERAL CHEM LAB,W,11:10 AM,2:20 PM,MIRA,S5200,"SELCHAU, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
238,CHEM,152L,INTRO TO GENERAL CHEM LAB,M,2:30 PM,5:40 PM,MIRA,S5200,"SELCHAU, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
240,CHEM,152L,INTRO TO GENERAL CHEM LAB,W,2:30 PM,5:40 PM,MIRA,S5200,"SELCHAU, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
53836,CHEM,152L,INTRO TO GENERAL CHEM LAB,T,6:35 PM,9:45 PM,MIRA,S5200,"SINKASET, N",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
85745,CHEM,152L,INTRO TO GENERAL CHEM LAB,TH,6:35 PM,9:45 PM,MIRA,S5200,"SINKASET, N",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
252,CHEM,200,GENERAL CHEMISTRY I LECTURE,MW,9:35 AM,11:00 AM,MIRA,S5208,"PICKHAM, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
57090,CHEM,200,GENERAL CHEMISTRY I LECTURE,MW,11:10 AM,12:35 PM,MIRA,S5208,"NGUYEN, T",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
91783,CHEM,200,GENERAL CHEMISTRY I LECTURE,MW,5:00 PM,6:25 PM,MIRA,S5203,"SINKASET, N",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
89625,CHEM,200L,GENERAL CHEMISTRY I LABORATORY,MW,7:50 AM,11:00 AM,MIRA,S5209,"FITZGERALD, E",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
57105,CHEM,200L,GENERAL CHEMISTRY I LABORATORY,MW,11:10 AM,2:10 PM,MIRA,S5209,"FITZGERALD, E",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
269,CHEM,200L,GENERAL CHEMISTRY I LABORATORY,MW,2:30 PM,5:40 PM,MIRA,S5209,"PICKHAM, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
91795,CHEM,200L,GENERAL CHEMISTRY I LABORATORY,MW,6:35 PM,9:45 PM,MIRA,S5209,"SINKASET, N",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
75215,CHEM,201,GENERAL CHEMISTRY II LECTURE,TTH,8:00 AM,9:25 AM,MIRA,S5208,"NANTHAKUMAR, A",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
93777,CHEM,201,GENERAL CHEMISTRY II LECTURE,TTH,11:10 AM,12:35 PM,MIRA,S5208,"GARCES, F",8/19/2013,12/16/2013,16,9,ADD CODE REQUIRED
93786,CHEM,201L,GENERAL CHEMISTRY II LAB,TTH,9:35 AM,12:45 PM,MIRA,S5209,"NANTHAKUMAR, A",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
73260,CHEM,201L,GENERAL CHEMISTRY II LAB,TTH,1:15 PM,4:25 PM,MIRA,S5209,"PRADEEP KUMAR, D",8/19/2013,12/16/2013,16,2,ADD CODE REQUIRED
55869,CHEM,231,ORGANIC CHEMISTRY I - LECTURE,MW,11:10 AM,12:35 PM,MIRA,S5204,"WOODS, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
57118,CHEM,231,ORGANIC CHEMISTRY I - LECTURE,MW,5:00 PM,6:25 PM,MIRA,S5204,"GILLEY, C",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
274,CHEM,231L,ORGANIC CHEMISTRY I LABORATORY,MW,7:50 AM,11:00 AM,MIRA,S5202,"NGUYEN, T",8/19/2013,12/16/2013,16,8,ADD CODE REQUIRED
55874,CHEM,231L,ORGANIC CHEMISTRY I LABORATORY,MW,1:15 PM,4:25 PM,MIRA,S5202,"WOODS, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
57120,CHEM,231L,ORGANIC CHEMISTRY I LABORATORY,MW,6:35 PM,9:45 PM,MIRA,S5202,"GILLEY, C",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
73271,CHEM,233,ORGANIC CHEMISTRY II-LECTURE,TTH,11:10 AM,12:35 PM,MIRA,S5205,"BULLER, M",8/19/2013,12/16/2013,16,4,ADD CODE REQUIRED
73285,CHEM,233L,ORGANIC CHEM II LABORATORY,T,12:45 PM,1:45 PM,MIRA,S5205,"BULLER, M",8/19/2013,12/16/2013,16,10,ADD CODE REQUIRED
73285,CHEM,233L,ORGANIC CHEM II LABORATORY,TH,12:55 PM,6:25 PM,MIRA,S5202,,8/19/2013,12/16/2013,16,10,ADD CODE REQUIRED
94228,CHEM,251,QUANTITATIVE ANALYTICAL CHEM,TTH,5:00 PM,9:40 PM,MIRA,S5209,"GARCES, F",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
63295,CHEM,277D,SERVICE LEARNING-ON CAMPUS,TBA,0:00,0:00,MIRA,S5207,"WOODS, L",9/3/2013,12/16/2013,14,2,OPEN
81559,CHIL,101,HUMAN GROWTH & DEVELOPMENT,TTH,9:35 AM,11:00 AM,MIRA,F212,"NALVEN, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
81545,CHIL,101,HUMAN GROWTH & DEVELOPMENT,W,6:35 PM,9:45 PM,MIRA,F212,"JEAN, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
2745,CHIL,103,LIFESPAN DEVELOPMENT,TBA,0:00,0:00,MIRA,WEB,"HAMMOND, B",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
95334,CHIL,111,CURRICULUM: MUSIC/MOTOR SKILLS,M,9:35 AM,12:45 PM,MIRA,F209,"FERGUSON, S",8/19/2013,12/16/2013,16,4,ADD CODE REQUIRED
93411,CHIL,111,CURRICULUM: MUSIC/MOTOR SKILLS,W,6:35 PM,9:45 PM,MIRA,F209,"ANDREWS, J",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
64435,CHIL,121,CREATIVE ART,W,10:45 AM,1:55 PM,MIRA,F212,"ELIAS, P",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
59604,CHIL,121,CREATIVE ART,M,6:35 PM,9:45 PM,MIRA,F212,"ELIAS, P",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
69669,CHIL,131,CURRICULUM: LANGUAGE/SCIENCE,M,6:35 PM,9:45 PM,MIRA,F209,"PACIOREK, L",8/19/2013,12/16/2013,16,1,ADD CODE REQUIRED
92999,CHIL,141,"THE CHILD, FAMILY & COMMUNITY",TTH,11:10 AM,12:35 PM,MIRA,F212,"NALVEN, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
88701,CHIL,141,"THE CHILD, FAMILY & COMMUNITY",T,6:35 PM,9:45 PM,MIRA,F212,"ELIAS, P",8/19/2013,12/16/2013,16,1,ADD CODE REQUIRED
95909,CHIL,151,PROGRAM PLANNING,T,6:35 PM,9:45 PM,MIRA,F209,"LEWIS, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
82969,CHIL,160,OBSER & UNDERSTANDING CHILDREN,TBA,0:00,0:00,MIRA,F200,"DIMARZO, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
82969,CHIL,160,OBSER & UNDERSTANDING CHILDREN,W,9:35 AM,10:35 AM,MIRA,F209,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
64422,CHIL,161,OBSER/ISSUES IN CHILD DEVEL,TBA,0:00,0:00,MIRA,F200,"DIMARZO, D",8/19/2013,12/16/2013,16,5,ADD CODE REQUIRED
64422,CHIL,161,OBSER/ISSUES IN CHILD DEVEL,T,9:35 AM,10:35 AM,MIRA,F209,,8/19/2013,12/16/2013,16,5,ADD CODE REQUIRED
54954,CHIL,175,INFANT-TODDLER GROWTH & DEV.,TTH,4:55 PM,6:20 PM,MIRA,F212,"ELIAS, P",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
90764,CHIL,180,"NUTRITION, HEALTH/SAFETY/CHILD",MW,8:00 AM,9:25 AM,MIRA,F212,"LEWIS, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
57710,CHIL,180,"NUTRITION, HEALTH/SAFETY/CHILD",TH,6:35 PM,9:45 PM,MIRA,F212,"ELIAS, P",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
95244,CHIL,215,ADLT SUPERV/MENTOR'G IN EARLY,TH,6:35 PM,9:45 PM,MIRA,F209,"ANDREWS, J",8/19/2013,12/16/2013,16,16,ADD CODE REQUIRED
95399,CHIL,270,WORK EXPERIENCE,TBA,0:00,0:00,MIRA,CLSRM,"FERGUSON, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
91933,CHIL,291,CHILD DEV LAB PRACTICUM,TBA,0:00,0:00,MIRA,F200,"DIMARZO, D",8/19/2013,12/16/2013,16,5,ADD CODE REQUIRED
99110,CHIL,291,CHILD DEV LAB PRACTICUM,TBA,0:00,0:00,MIRA,F200,STAFF,8/19/2013,12/16/2013,16,0,CANCELLED
1815,CHIL,291A,CHILD DEVEL CENTER PRACTICUM,TBA,0:00,0:00,MIRA,F200,"DIMARZO, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
55536,CISC,181,PRINCIPLES OF INFO SYSTEMS,TBA,0:00,0:00,MIRA,WEB,"VIERSEN, A",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
59661,CISC,181,PRINCIPLES OF INFO SYSTEMS,TTH,1:20 PM,4:25 PM,MIRA,M102,"SANDMAN, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
90347,CISC,181,PRINCIPLES OF INFO SYSTEMS,TTH,6:35 PM,9:45 PM,MIRA,W246,STAFF,8/19/2013,12/16/2013,16,45,CANCELLED
90741,CISC,186,VISUAL BASIC PROGRAMMING,TBA,0:00,0:00,MIRA,WEB,"COUTURE, J",8/19/2013,12/16/2013,16,6,ADD CODE REQUIRED
90753,CISC,186,VISUAL BASIC PROGRAMMING,MW,6:35 PM,9:45 PM,MIRA,M102,"COUTURE, J",8/19/2013,12/16/2013,16,12,ADD CODE REQUIRED
42607,CISC,190,JAVA PROGRAMMING,TTH,6:35 PM,9:45 PM,MIRA,M102,"COUTURE, J",8/19/2013,12/16/2013,16,3,ADD CODE REQUIRED
42840,CISC,192,C/C++ PROGRAMMING,TTH,6:35 PM,9:45 PM,MIRA,M104,"CATINELLA, P",8/19/2013,12/16/2013,16,8,ADD CODE REQUIRED
74607,COMS,103,ORAL COMMUNICATION,MW,8:00 AM,9:25 AM,MIRA,H209,"BERRY, J",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
74756,COMS,103,ORAL COMMUNICATION,TTH,8:00 AM,9:25 AM,MIRA,H209,"SLIFKA, D",8/19/2013,12/16/2013,16,0,CLOSED
74712,COMS,103,ORAL COMMUNICATION,MW,9:35 AM,11:00 AM,MIRA,H209,"BERRY, J",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
74767,COMS,103,ORAL COMMUNICATION,TTH,9:35 AM,11:00 AM,MIRA,H209,"KLUBECK, J",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
74748,COMS,103,ORAL COMMUNICATION,MW,11:10 AM,12:35 PM,MIRA,H209,"SERRA, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
74775,COMS,103,ORAL COMMUNICATION,TTH,11:10 AM,12:35 PM,MIRA,H209,"KLUBECK, J",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
2573,COMS,103,ORAL COMMUNICATION,MW,12:45 PM,2:10 PM,MIRA,H209,"BREWSTER, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
74852,COMS,103,ORAL COMMUNICATION,T,1:15 PM,4:25 PM,MIRA,H209,"BREWSTER, L",8/19/2013,12/16/2013,16,1,ADD CODE REQUIRED
8397,COMS,103,ORAL COMMUNICATION,TTH,5:00 PM,6:25 PM,MIRA,H209,"WILSON, W",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
74874,COMS,103,ORAL COMMUNICATION,TTH,5:00 PM,8:10 PM,MCASM,5305,"REYNOLDS, R",8/19/2013,10/12/2013,8,2,PAST ADD DATE
74908,COMS,103,ORAL COMMUNICATION,M,6:35 PM,9:45 PM,MIRA,H209,"SLIFKA, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
74990,COMS,103,ORAL COMMUNICATION,T,6:35 PM,9:45 PM,MIRA,H209,"BUSH, B",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
75006,COMS,103,ORAL COMMUNICATION,W,6:35 PM,9:45 PM,MIRA,H209,"DALAND, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
75019,COMS,103,ORAL COMMUNICATION,TH,6:35 PM,9:45 PM,MIRA,H209,"HOYER, K",8/19/2013,12/16/2013,16,2,ADD CODE REQUIRED
75022,COMS,135,INTERPERSONAL COMMUNICATIONS,MW,9:35 AM,11:00 AM,MIRA,H206,"BREWSTER, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
74840,COMS,135,INTERPERSONAL COMMUNICATIONS,MW,11:10 AM,12:35 PM,MIRA,I110,"BREWSTER, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
41600,COMS,135,INTERPERSONAL COMMUNICATIONS,M,6:35 PM,9:45 PM,MIRA,I110,"BUSH, B",8/19/2013,12/16/2013,16,2,ADD CODE REQUIRED
75169,COMS,180,INTERCULTURAL COMMUNICATION,TBA,0:00,0:00,MIRA,WEB,"BREWSTER, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
75780,COMS,180,INTERCULTURAL COMMUNICATION,TTH,9:35 AM,11:00 AM,MIRA,I126,STAFF,8/19/2013,12/16/2013,16,0,CANCELLED
59719,DFLM,101,INTRODUCTION TO FILM,T,6:35 PM,9:45 PM,MIRA,H210,"MCCORD, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
75672,DFLM,102,THE AMERICAN CINEMA,W,6:35 PM,9:45 PM,MIRA,H210,"MCCORD, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
64441,DIES,100,INTRO TO DIESEL TECHNOLOGY,T,5:30 PM,8:50 PM,MIRA,C104,"DODDS, C",8/19/2013,10/26/2013,10,0,PAST ADD DATE
50939,DIES,121,DIESEL ENGINES A,MWF,7:00 AM,11:30 AM,MIRA,C2101,"WILLKIE, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
54790,DIES,122,DIESEL ENGINES B,MWF,7:00 AM,11:30 AM,MIRA,C2101,"WILLKIE, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
54806,DIES,124,DIESEL ENGINES D,MWF,7:00 AM,11:30 AM,MIRA,C2101,"WILLKIE, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
61554,DIES,125,DIESEL ENGINES I,MW,5:30 PM,8:40 PM,MIRA,C2101,"WILLKIE, D",8/19/2013,12/16/2013,16,1,ADD CODE REQUIRED
61563,DIES,126,DIESEL ENGINES II,MW,5:30 PM,8:40 PM,MIRA,C2101,"WILLKIE, D",8/19/2013,12/16/2013,16,1,ADD CODE REQUIRED
61572,DIES,128,DIESEL ENGINES III,MW,5:30 PM,8:40 PM,MIRA,C2101,"WILLKIE, D",8/19/2013,12/16/2013,16,2,ADD CODE REQUIRED
75513,DIES,131,ALTERNATIVE-FUELED ENGINE IV,MW,5:30 PM,8:40 PM,MIRA,C2101,"WILLKIE, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
90372,DIES,137,DIESEL FUEL INJECTION SYSTEMS,T,7:00 AM,11:15 AM,MIRA,C2101,"WILLKIE, D",8/19/2013,12/16/2013,16,1,ADD CODE REQUIRED
40244,DIES,160,H.D. MANUAL TRANSMISSION,T,5:00 PM,10:20 PM,MIRA,C2102,"CHOE, J",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
96606,DIES,165,TRUCK AUTOMATIC TRANSMISSIONS,TH,5:00 PM,10:20 PM,MIRA,C2102,"CHOE, J",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
67894,DIES,175,TRUCK CHASSIS R&R,M,11:40 AM,5:00 PM,MIRA,C2102,"CHOE, J",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
40279,DIES,200,MOBILE HYDRAULIC SYSTEMS,TH,11:10 AM,4:30 PM,MIRA,C2102,"CHOE, J",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
40266,DIES,210,BRAKES/FINAL DRIVES/STEERING,W,11:40 AM,5:00 PM,MIRA,C2102,"CHOE, J",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
40257,DIES,220,UNDERCARRIAGE,W,11:40 AM,5:00 PM,MIRA,C2102,"CHOE, J",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
96619,DIES,230,HEAVY EQUIPMENT TRANSMISSIONS,TH,5:00 PM,10:20 PM,MIRA,C2102,"CHOE, J",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
67900,DIES,240,EQUIPMENT CHASSIS R&R,M,11:40 AM,5:00 PM,MIRA,C2102,"CHOE, J",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
41657,DSPS,21,ACCESSIBLE COMPUTER LAB,TBA,0:00,0:00,MIRA,L102,"MOJICA, R",8/19/2013,12/16/2013,16,4,ADD CODE REQUIRED
71474,DSPS,21,ACCESSIBLE COMPUTER LAB,TBA,0:00,0:00,MIRA,L102,"MOJICA, R",8/19/2013,12/16/2013,16,10,ADD CODE REQUIRED
98524,DSPS,21,ACCESSIBLE COMPUTER LAB,TBA,0:00,0:00,MIRA,L102,"MOJICA, R",8/19/2013,12/16/2013,16,15,ADD CODE REQUIRED
98531,DSPS,21,ACCESSIBLE COMPUTER LAB,TBA,0:00,0:00,MIRA,L102,"MOJICA, R",8/19/2013,12/16/2013,16,11,ADD CODE REQUIRED
41644,DSPS,21,ACCESSIBLE COMPUTER LAB,TBA,0:00,0:00,MIRA,L102,"MOJICA, R",8/19/2013,12/16/2013,16,9,ADD CODE REQUIRED
71469,DSPS,21,ACCESSIBLE COMPUTER LAB,TBA,0:00,0:00,MIRA,L102,"MOJICA, R",8/19/2013,12/16/2013,16,10,ADD CODE REQUIRED
71483,DSPS,21,ACCESSIBLE COMPUTER LAB,TBA,0:00,0:00,MIRA,L102,STAFF,8/19/2013,12/16/2013,16,20,CANCELLED
8416,ECON,120,PRINCIPLES OF MACROECONOMICS,TBA,0:00,0:00,MIRA,WEB,"CULLIVAN, M",8/19/2013,10/12/2013,8,1,PAST ADD DATE
83793,ECON,120,PRINCIPLES OF MACROECONOMICS,TBA,0:00,0:00,MIRA,WEB,"CARR, F",8/19/2013,12/16/2013,16,12,ADD CODE REQUIRED
91769,ECON,120,PRINCIPLES OF MACROECONOMICS,TBA,0:00,0:00,MIRA,WEB,"CARR, F",8/19/2013,12/16/2013,16,23,ADD CODE REQUIRED
